record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes
274,39446154,Functional connectivity density of brain in children with primary nocturnal enuresis: results from a resting-state fMRI study.,2025,European child & adolescent psychiatry,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),primary nocturnal enuresis,associated_with,unclear,,unclear,0.7,Decreased gFCD and lFCD were found in the left temporal lobe and the right posterior cerebellum in the children with PNE compared with the HC. The FCD values in these regions were negatively correlated with the scores of hyperactivity/impulsivity in the children with PNE.,yes,,yes,yes,yes,,,,,,,,,
275,21709236,Premotor functional connectivity predicts impulsivity in juvenile offenders.,2011,Proceedings of the National Academy of Sciences of the United States of America,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,predicts,higher,,direct,1.0,"In less-impulsive juveniles and normal controls, motor planning regions were correlated with brain networks associated with spatial attention and executive control. In more-impulsive juveniles, these same regions correlated with the default-mode network.",yes,,yes,yes,no,,,,,,,,,
276,32912593,Resting-state functional connectivity in drug-naive pediatric patients with Tourette syndrome and obsessive-compulsive disorder.,2020,Journal of psychiatric research,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Tourette syndrome and obsessive-compulsive disorder,associated_with,higher,,unclear,0.7,"TS and TS + OCD patients showed higher FC in the BGN, SMN, CBN and DMN and lower FC in the FPN and SAN.",yes,,yes,yes,yes,,,,,,,,,
277,37423204,The Moderating Role of Sex in the Relation between Cue-Induced Craving and Resting-State Functional Connectivity in the Salience Network of Non-Clinically Diagnosed Drinkers.,2023,European addiction research,impulsivity resting-state fMRI functional connectivity,unknown,unknown,unknown,unknown,unknown,unclear,,background,0.0,The association between the salience network and cue-induced craving was not statistically significant.,yes,,yes,yes,no,,,,,,,,,
278,24834038,Brain functional connectivity changes in children that differ in impulsivity temperamental trait.,2014,Frontiers in behavioral neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,"We related brain functional connectivity of typically developing children, measured with magnetic resonance imaging at rest, with their impulsivity scores obtained from a questionnaire completed by their parents.",yes,,yes,yes,yes,,,,,,,,,
279,31898088,Sex-specific effects of cigarette smoking on caudate and amygdala volume and resting-state functional connectivity.,2021,Brain imaging and behavior,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,The rsFC of the right amygala-OFC circuit was negatively associated with the craving score in male but not female smokers.,yes,,yes,yes,no,,,,,,,,,
280,26769234,"Frontostriatal circuits, resting state functional connectivity and cognitive control in internet gaming disorder.",2017,Addiction biology,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,unknown,internet gaming disorder,associated_with,unclear,,unclear,0.7,"In IGD subjects, we demonstrated an increased volume of right caudate and nucleus accumbens (NAc) as well as reduced RSFC strength of dorsal prefrontal cortex (DLPFC)-caudate and orbitofrontal cortex (OFC)-NAc.",yes,,yes,yes,yes,,,,,,,,,
281,26863028,Altered Functional Connectivity of the Insula and Nucleus Accumbens in Internet Gaming Disorder: A Resting State fMRI Study.,2016,European addiction research,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet Gaming Disorder,associated_with,higher,unclear,direct,0.8,The elevated inter-hemispheric insula FC is found to be associated with impulsivity and might explain why it is involved in IGD.,yes,,yes,yes,yes,,,,,,,,,
282,40800313,"Charting the brain networks of impulsivity: Meta-analytic synthesis, functional connectivity modelling, and neurotransmitter associations.",2024,"Imaging neuroscience (Cambridge, Mass.)",impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.8,"Resting-state functional connectivity revealed the two systems were organised into four specialised communities of default-mode, cingulo-insular, fronto-parietal, and temporal regions.",yes,,yes,yes,yes,,,,,,,,,
283,26767373,Serotonergic modulation of resting state default mode network connectivity in healthy women.,2016,Amino acids,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,serotonergic modulation,direct,0.8,Altered DMN connectivity has been linked to diminished cerebral serotonin synthesis.,yes,,yes,yes,yes,,,,,,,,,
284,41092314,Time-varying brain state dynamics in trait impulsivity and anxiety: An HSMM analysis of resting-state fMRI.,2025,Social cognitive and affective neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,dynamic connectivity,impulsivity (general),unknown,associated_with,unclear,,indirect,0.7,"The HI group spent more time in a state with an inverse pattern between the default mode network and the salience/ventral attention network, with anticorrelated connectivity and opposing activation, compared with the HA and HIHA groups.",yes,,yes,yes,no,,,,,,,,,
285,29926324,12-h abstinence-induced functional connectivity density changes and craving in young smokers: a resting-state study.,2019,Brain imaging and behavior,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,nonplanning impulsivity,smoking addiction,associated_with,higher,unclear,direct,0.8,"We found young adult smokers in abstinence state (vs satiety) had higher local functional connectivity density (lFCD) and global functional connectivity density (gFCD) in brain regions including striatal subregions (i.e., bilateral caudate and putamen), frontal regions (i.e., anterior cingulate cortex (ACC) and orbital frontal cortex (OFC)) and bilateral insula.",yes,,yes,yes,yes,,,,,,,,,
286,33434637,Large-scale network dysfunction in youths with Internet gaming disorder: a meta-analysis of resting-state functional connectivity studies.,2021,Progress in neuro-psychopharmacology & biological psychiatry,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,unclear,,unclear,0.7,Individuals with IGD show large-scale functional network alteration which underpins their core symptoms including impaired executive control.,yes,,yes,yes,no,,,,,,,,,
287,25727574,Abnormal gray matter volume and resting-state functional connectivity in former heroin-dependent individuals abstinent for multiple years.,2016,Addiction biology,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,indirect,0.7,The altered functional connectivity was correlated with self-reported impulsivity scores in the FHD subjects.,yes,,yes,yes,no,,,,,,,,,
288,25506057,Different resting-state functional connectivity alterations in smokers and nonsmokers with Internet gaming addiction.,2014,BioMed research international,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,unknown,Internet gaming addiction,associated_with,unclear,,unclear,0.7,This study investigated changes in resting-state functional connectivity (rsFC) of posterior cingulate cortex (PCC) in smokers and nonsmokers with Internet gaming addiction (IGA).,yes,,yes,yes,yes,,,,,,,,,
289,23968837,Resting-state striato-frontal functional connectivity is sensitive to DAT1 genotype and predicts executive function.,2015,"Cerebral cortex (New York, N.Y. : 1991)",impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,predicts,unclear,,direct,0.8,"We found that stronger DC-seeded connectivity predicted superior N-back working memory performance, while stronger ventral striatum-seeded connectivity predicted reduced impulsivity in everyday life.",yes,,yes,yes,no,,,,,,,,,
290,34606774,Resting state predicts neural activity during reward-guided decision making: An fMRI study on Balloon Analogue Risk Task.,2022,Behavioural brain research,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,predicts,unclear,,direct,0.8,"In our previous work [8], we have shown that resting state (RS) functional connectivity metrics are significantly related with behavioural performance at Balloon Analogue Risk Task (BART).",yes,,yes,yes,yes,,,,,,,,,
291,36899209,Internet addiction-induced brain structure and function alterations: a systematic review and meta-analysis of voxel-based morphometry and resting-state functional connectivity studies.,2023,Brain imaging and behavior,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.6,"These changes may underlie the core symptoms of IA, which include emotional regulation disorder, distraction, and impaired executive control.",yes,,yes,yes,yes,,,,,,,,,
292,40230597,"Resting-State Sensory-Motor Connectivity between Hand and Mouth as a Neural Marker of Socioeconomic Disadvantage, Psychosocial Stress, Cognitive Difficulties, Impulsivity, Depression, and Substance Use in Children.",2025,Journal of cellular neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,unclear,0.7,Higher rsFC between the sensory-motor mouth and hand regions was linked to greater impulsivity.,yes,,yes,yes,no,,,,,,,,,
