record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error
175,24608747,Trait impulsivity is associated with the risk of falls in Parkinson's disease.,2014,PloS one,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Parkinson's disease,associated_with,higher,unclear,unclear,0.7,Total impulsivity scores were higher for recurrent fallers (59.5) compared to non-fallers (56.8; p = 0.012).,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),trait,higher,"The sentence clearly supports the extracted claim, mentioning a higher impulsivity score in recurrent fallers compared to non-fallers.",
176,27371803,Risk-taking behavior and impulsivity among HCV-infected patients.,2016,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,higher,,unclear,0.8,"The viral group patients had higher impulsivity than the nonviral group in all domains: attentional impulsivity, motor impulsivity, and nonplanning.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,The sentence clearly supports the extracted claim by stating a higher impulsivity in the viral group compared to the nonviral group in all domains of impulsivity.,
177,22766012,"Neuropsychological performance, impulsivity, ADHD symptoms, and novelty seeking in compulsive buying disorder.",2012,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),compulsive buying disorder,associated_with,unclear,,unclear,0.5,"They also had elevated levels of self-reported depression, ADHD symptoms, trait impulsivity, and novelty seeking.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),trait,,"The sentence partially supports the claim by mentioning impulsivity, but it does not specify the feature type and the direction is unclear. The corrected phenotype and feature type are provided based on the information in the sentence.",
178,28391138,Associations between serotonin transporter and behavioral traits and diagnoses related to anxiety.,2017,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,predicts,higher,,direct,0.8,"High (but not low)-risk offspring with two risk (short, s) alleles had higher impulsivity (+13%).",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,higher,"The sentence clearly supports the extracted claim, mentioning a direct relationship between the serotonin transporter and impulsivity in high-risk offspring.",
179,26648853,Impulsivity is Associated with Increased Metabolism in the Fronto-Insular Network in Parkinson's Disease.,2015,Frontiers in behavioral neuroscience,Barratt Impulsiveness Scale neuroimaging,unknown,functional connectivity,impulsivity (general),Parkinson's disease,associated_with,higher,unclear,direct,0.8,"Voxel-wise group comparison revealed higher FDG-metabolism in the orbitofrontal cortex (OFC), anterior cingulate cortex (ACC), and right insula in patients with higher impulsivity scores.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,The sentence clearly supports the extracted claim by stating a direct association between impulsivity and higher metabolism in specific brain regions.,
180,23770040,Resting-state beta and gamma activity in Internet addiction.,2013,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,Barratt Impulsiveness Scale neuroimaging,unknown,EEG connectivity,impulsivity (general),Internet addiction,associated_with,unclear,,unclear,0.8,Internet addiction is related to impulsivity.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),behavioral trait,,"The sentence does not specify the type of feature, which should be corrected to 'behavioral trait' to match the extracted claim. The direction is also unclear and should be revised.",
181,23158972,Impulsivity is related to striatal dopamine transporter availability in healthy males.,2013,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,dopamine transporter availability,direct,0.8,Greater dopamine transporter availability was associated with higher BIS impulsivity.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,,
182,22749228,Behavioral and cognitive impulsivity in obsessive-compulsive disorder and eating disorders.,2012,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),"obsessive-compulsive disorder, eating disorder",associated_with,unclear,,unclear,0.5,"Compared to controls, both clinical groups reported higher levels of impulsivity on the BIS-11",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,increased,"The sentence clearly states that both clinical groups reported higher levels of impulsivity compared to controls, which supports the claim of impulsivity (general) being associated with obsessive-compulsive disorder and eating disorder, with an unclear feature type and increased direction.",
183,24612970,"Anxiety, depression, impulsivity and substance misuse in violent and non-violent adolescent boys in detention in China.",2014,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,associated_with,higher,,unclear,0.7,"Violent offenders had significantly higher BIS-11 total scores, and attention and nonplanning subscale scores.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,higher,"The sentence directly supports the association between impulsivity and higher BIS-11 total scores, and attention and nonplanning subscale scores.",
184,31616015,Subjective estimates of uncertainty during gambling and impulsivity after subthalamic deep brain stimulation for Parkinson's disease.,2019,Scientific reports,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Parkinson's disease,associated_with,unclear,modulation,background,0.6,"The gambling behaviour of participants (bet increases, slot machine switches and double or nothing gambles) was associated with this self-reported measure of impulsivity.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behaviour,associated,"The sentence clearly supports the extracted claim, mentioning a specific type of impulsivity (general) and a specific feature (behaviour). The relationship is 'associated_with', which matches the claim. The direction is 'associated', which is clear from the sentence. The directness is 'direct', as the sentence names both phenotype and feature.",
185,27449004,"The association of Internet addiction symptoms with impulsiveness, loneliness, novelty seeking and behavioral inhibition system among adults with attention-deficit/hyperactivity disorder (ADHD).",2016,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),attention-deficit/hyperactivity disorder (ADHD),associated_with,unclear,,unclear,0.7,"Impulsiveness, loneliness, and behavioral inhibition system were significant predictors of Internet addition among adults with ADHD.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsiveness (general),behavioral feature,positive,The sentence clearly supports the association between impulsiveness and Internet addiction among adults with ADHD.,
186,29120849,Genetic analysis of impulsive personality traits: Examination of a priori candidates and genome-wide variation.,2018,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),unknown,unknown,unclear,,unclear,0.5,Impulsive personality traits are heritable risk factors and putative endophenotypes for addiction and other psychiatric disorders involving disinhibition.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,unclear,The sentence clearly supports the phenotype (impulsivity) and relationship (heritable risk factors and putative endophenotypes) when stated. The direction (unclear) and directness (unclear) are also supported as they are stated as unclear in the extracted claim. The sentence does not overclaim as it mentions a group difference (heritable risk factors) and a phenotype-feature association (impulsivity and endophenotypes).,
187,24373553,Anhedonia in Parkinson's disease patients with and without pathological gambling: a case-control study.,2014,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),Parkinson's disease,associated_with,unclear,unclear,unclear,0.7,"The PG-group, compared to the ICDs-group and PD-controls, reported a significantly higher incidence of anhedonia, higher Snaith-Hamilton Pleasure Scale (SHAPS) scores, higher levels of impulsivity traits as measured by the Barratt Impulsiveness Scale.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),trait,increased,The sentence clearly supports the claim by stating a higher incidence of anhedonia and higher levels of impulsivity traits in the PG-group compared to the ICDs-group and PD-controls.,
188,27614152,"Impulsivity, implicit attitudes and explicit cognitions, and alcohol dependence as predictors of pathological gambling.",2016,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,unknown,impulsivity (general),pathological gambling,predicts,unclear,,unclear,0.7,"Impulsivity (BIS-11) and changes in implicit attitudes (IAT) were able to discriminate between pathological gamblers and controls, the latter being less impulsive and having fewer implicit attitudes towards gambling.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),attitudes towards gambling,less,"The sentence partially supports the claim, but the feature type and direction need correction. The feature type is not 'unknown' but rather 'attitudes towards gambling'. The direction is also not 'unclear' but rather 'less'.",
189,31669801,Increased neural activity in the right dorsolateral prefrontal cortex during a risky decision-making task is associated with cocaine use in methadone-maintained patients.,2019,Drug and alcohol dependence,Barratt Impulsiveness Scale neuroimaging,unknown,functional connectivity,impulsivity (general),methadone-maintained patients,associated_with,higher,,direct,0.841,MMPs who used cocaine displayed increased neural activity in the right PFC during active decision-making.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,The sentence directly supports the claim by stating a specific brain region (right PFC) and a clear direction (increased neural activity).,
190,29580652,"Gambling behavior in Parkinson's Disease: Impulsivity, reward mechanism and cortical brain oscillations.",2018,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,unknown,EEG connectivity,impulsivity (general),Parkinson's Disease,associated_with,unclear,unclear,unclear,0.7,Results showed worse performance and an increase of the low frequency bands in the frontal area for the PDG group compared to the other two groups.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),EEG connectivity,increased,"The sentence supports the phenotype and feature, but the direction is not explicitly stated as associated with impulsivity. The sentence implies an increase in low frequency bands, which could be related to impulsivity, but this is not directly stated. The directness is also unclear as it does not explicitly state the relationship between impulsivity and EEG connectivity.",
