record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,model_label
571,37561637,Abnormal frontostriatal connectivity and serotonin function in gambling disorder: A preliminary exploratory study.,2023,Journal of behavioral addictions,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,gambling disorder,associated_with,lower,abnormal frontostriatal connectivity and serotonergic function,direct,0.9,"Right NAcc 11C-MADAM binding potential correlated with attentional impulsivity in individuals with gambling disorder (r = -0.73, p = 0.005).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,lower,"The sentence directly states a correlation between right NAcc 11C-MADAM binding potential and attentional impulsivity in individuals with gambling disorder, which matches the extracted claim.",,Llama 3.1 8B
572,27664824,Perceived social isolation is associated with altered functional connectivity in neural networks associated with tonic alertness and executive control.,2017,NeuroImage,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,unknown,associated_with,higher,,direct,0.9,"We suggest that, in PSI, increased within-network cingulo-opercular FC may be associated with hypervigilance to social threat, whereas reduced right middle/superior frontal gyrus FC to the cingulo-opercular network may be associated with diminished impulse control.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,higher,"The sentence clearly supports the claim by mentioning a specific association between functional connectivity and attentional impulsivity, with a clear direction of higher functional connectivity.",,Llama 3.1 8B
574,34294803,Functional network topology of the right insula affects emotion dysregulation in hyperactive-impulsive attention-deficit/hyperactivity disorder.,2021,Scientific reports,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,attention-deficit/hyperactivity disorder,associated_with,higher,,direct,0.8,"In individuals with ADHD characterized by prominent hyperactivity-impulsivity, the latent emotion dysregulation variable was related to an increased clustering and local efficiency of the right insula.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,higher,,,Llama 3.1 8B
575,28174127,Altered functional connectivity in default mode network in Internet gaming disorder: Influence of childhood ADHD.,2017,Progress in neuro-psychopharmacology & biological psychiatry,attentional impulsivity resting-state fMRI,default mode network,functional connectivity,attentional impulsivity,Internet gaming disorder,associated_with,higher,altered neural network features,direct,0.8,"IGD subjects without childhood ADHD showed expanded functional connectivity (FC) between DMN-related regions (PCC, medial prefrontal cortex, thalamus) compared with controls.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,attentional impulsivity,functional connectivity,lower,"The sentence does not directly support the direction of 'higher' as stated in the claim. It also does not name the phenotype 'attentional impulsivity' directly, but it is implied to be associated with the altered functional connectivity in the default mode network. The feature type 'functional connectivity' is supported, but the direction needs to be corrected to 'lower' to match the evidence.",,Llama 3.1 8B
576,38964089,Multimodal frontal neuroimaging markers predict longitudinal craving reduction in abstinent individuals with heroin use disorder.,2024,Journal of psychiatric research,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,heroin use disorder,predicts,higher,neural mechanisms of addiction abstinence,direct,0.9,"The multimodal neuroimaging features, primarily converging in frontal regions (e.g., the left superior frontal (LSF) thickness, FA of the LSF-occipital tract, and RSFC of left middle frontal-right superior temporal lobe), collectively contributed to prediction alongside dosage and attention impulsiveness.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,attentional impulsivity,functional connectivity,lower,"The sentence partially supports the claim but needs revision or is indirect. The phenotype 'attentional impulsivity' is supported, but the feature type 'functional connectivity' is partially supported as it is mentioned in the context of specific neuroimaging features. The relationship 'predicts' is supported, but the direction 'higher' is not supported as the sentence implies a negative relationship between the neuroimaging features and craving reduction. The directness 'direct' is not supported as the sentence does not name both phenotype and feature.",,Llama 3.1 8B
577,40334458,Temporal variability-based alternations in dynamic functional networks in internet gaming disorder.,2025,Journal of psychiatric research,attentional impulsivity resting-state fMRI,default mode network,dynamic connectivity,attentional impulsivity,internet gaming disorder,correlates_with,lower,temporal variability-based alternations,direct,0.8,"Compared to RGUs, IGD individuals exhibited decreased within-network variability in the default mode network (DMN), increased within-network temporal variability in the ventral attention network (VAN), and increased between-network temporal variability in sensorimotor network (SMN) and VAN, SMN and limbic network (LN), VAN and LN.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,dynamic connectivity,lower,"The sentence directly supports the claim by stating a correlation between attentional impulsivity and decreased within-network variability in the default mode network, which is a specific brain system mentioned in the claim.",,Llama 3.1 8B
578,29554302,Ventral Striatal D2/3 Receptor Availability Is Associated with Impulsive Choice Behavior As Well As Limbic Corticostriatal Connectivity.,2018,The international journal of neuropsychopharmacology,attentional impulsivity resting-state fMRI,unknown,unknown,impulsivity (general),unknown,associated_with,lower,D2/3 receptor availability,indirect,0.9,"Delay-discounting task impulsivity was inversely related to D2/3 receptor availability in the nucleus accumbens core but not the dorsal striatum, with higher D2/3 binding in the nucleus accumbens shell of high-impulsive rats compared with low-impulsive rats.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral choice,lower,"The sentence clearly supports the extracted claim, mentioning impulsivity as a phenotype, a relationship of association, a lower direction, and indirect directness. The feature type is inferred as 'behavioral choice' based on the context of the sentence, and the brain system is mentioned as 'nucleus accumbens core' and 'dorsal striatum', which can be considered as part of the 'striatal system'.",,Llama 3.1 8B
579,26802508,A failure of suppression within the default mode network in depressed adolescents with compulsive internet game play.,2016,Journal of affective disorders,attentional impulsivity resting-state fMRI,default mode network,functional connectivity,attentional impulsivity,depression,associated_with,higher,failure to suppress default mode network activity,direct,0.8,"In cohorts of individuals with a history of compulsive internet game play, individuals with depression showed failure to suppress default mode network activity during an attentionally demanding task, compared to individuals without depression, including comparison groups with and without a history of compulsive video gaming.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,higher,,,Llama 3.1 8B
580,30898336,Age-Normative Pathways of Striatal Connectivity Related to Clinical Symptoms in the General Population.,2019,Biological psychiatry,attentional impulsivity resting-state fMRI,unknown,unknown,impulsivity (general),general population,associated_with,unclear,,background,0.8,"Altered striatal development contributes to core deficits in motor and inhibitory control, impulsivity, and inattention associated with attention-deficit/hyperactivity disorder and may likewise play a role in deficient reward processing and emotion regulation in psychosis and depression.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),unknown,,"The sentence partially supports the claim, but the feature type is unknown and the direction is unclear. The corrected phenotype is 'impulsivity (general)' and the corrected feature type is 'unknown'.",,Llama 3.1 8B
582,36511133,TTLL11 gene is associated with sustained attention performance and brain networks: A genome-wide association study of a healthy Chinese sample.,2023,"Genes, brain, and behavior",attentional impulsivity resting-state fMRI,unknown,unknown,impulsivity (general),healthy individuals,associated_with,lower,genetic,indirect,0.8,"The GG homozygotes showed lower brain activity, weaker brain network connectivity, and non-significant brain-attention association compared to the A allele carriers.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,yes,no,no,impulsivity (general),brain activity,lower,"The sentence partially supports the claim, but the feature type is not specified in the claim. The corrected feature type is 'brain activity'.",,Llama 3.1 8B
583,29171429,Age-related connectivity differences between attention deficit and hyperactivity disorder patients and typically developing subjects: a resting-state functional MRI study.,2017,Neural regeneration research,attentional impulsivity resting-state fMRI,unknown,unknown,impulsivity (general),ADHD,associated_with,unclear,,background,0.8,The results of our study suggest that aberrant development in cognitive brain regions might be associated with age-related brain network changes in ADHD patients.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),cognitive brain regions,unclear,"The sentence partially supports the claim, but the feature type is not specified in the extracted claim. The direction is also unclear, and the directness is background, which does not match the extracted directness.",,Llama 3.1 8B
