record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,model_label,consensus_models,consensus_model_count
274,39446154,Functional connectivity density of brain in children with primary nocturnal enuresis: results from a resting-state fMRI study.,2025,European child & adolescent psychiatry,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),primary nocturnal enuresis,correlates_with,lower,,indirect,0.8,The FCD values in these regions were negatively correlated with the scores of hyperactivity/impulsivity in the children with PNE.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,,,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
275,21709236,Premotor functional connectivity predicts impulsivity in juvenile offenders.,2011,Proceedings of the National Academy of Sciences of the United States of America,impulsivity resting-state fMRI functional connectivity,default mode network,functional connectivity,impulsivity (general),juvenile offenders,predicts,higher,"increased functional connectivity of motor-planning regions with networks subserving unconstrained, self-referential cognition",direct,0.85,"In more-impulsive juveniles, these same regions correlated with the default-mode network, a constellation of brain areas associated with spontaneous, unconstrained, self-referential cognition.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the phenotype, feature, relationship, and direction when stated. The phenotype 'impulsivity (general)' is mentioned, the feature 'functional connectivity' is implied, the relationship 'predicts' is supported by the word 'correlated', and the direction 'higher' is supported by the description of more-impulsive juveniles.",,Qwen 2.5 7B,Llama 3.1 8B;Qwen 2.5 7B,2
278,24834038,Brain functional connectivity changes in children that differ in impulsivity temperamental trait.,2014,Frontiers in behavioral neuroscience,impulsivity resting-state fMRI functional connectivity,default mode network,functional connectivity,impulsivity (general),typically developing children,correlates_with,lower,,direct,0.8,We found two DMN clusters located at the posterior cingulate cortex and the right angular gyrus which were negatively correlated with impulsivity scores.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity and functional connectivity in the default mode network.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
280,26769234,"Frontostriatal circuits, resting state functional connectivity and cognitive control in internet gaming disorder.",2017,Addiction biology,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),internet gaming disorder,correlates_with,higher,frontostriatal circuits RSFC strength,indirect,0.8,The caudate volume and DLPFC-caudate RSFC was correlated with the impaired cognitive control (more incongruent errors in Stroop task) in IGD.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a correlation between caudate volume and DLPFC-caudate RSFC with impaired cognitive control in IGD, which is a manifestation of impulsivity. The direction of the correlation is also clearly higher, as indicated by the use of 'more' in the context of incongruent errors in the Stroop task.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
281,26863028,Altered Functional Connectivity of the Insula and Nucleus Accumbens in Internet Gaming Disorder: A Resting State fMRI Study.,2016,European addiction research,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,higher,altered functional connectivity,direct,0.8,The inter-hemispheric insula connectivity positively correlated with impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence directly states a relationship between impulsivity and inter-hemispheric insula connectivity, which is a type of functional connectivity. The direction of the relationship is also clearly stated as positive correlation, which is equivalent to higher functional connectivity.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
283,26767373,Serotonergic modulation of resting state default mode network connectivity in healthy women.,2016,Amino acids,impulsivity resting-state fMRI functional connectivity,default mode network,functional connectivity,impulsivity (general),unknown,associated_with,lower,serotonin depletion,direct,0.8,Right medial frontal gyrus and left superior frontal gyrus connectivity differences with the DMN were inversely correlated with trait impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence clearly supports the extracted claim by stating a direct association between impulsivity and DMN connectivity differences, which is inversely correlated with trait impulsivity, indicating lower connectivity.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
287,25727574,Abnormal gray matter volume and resting-state functional connectivity in former heroin-dependent individuals abstinent for multiple years.,2016,Addiction biology,impulsivity resting-state fMRI functional connectivity,default mode network,functional connectivity,impulsivity (general),former heroin-dependent individuals,associated_with,unclear,,indirect,0.8,"Moreover, the altered functional connectivity was correlated with self-reported impulsivity scores in the FHD subjects.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positively associated,The sentence clearly supports the extracted claim by stating a correlation between altered functional connectivity and self-reported impulsivity scores in former heroin-dependent individuals.,,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
292,40230597,"Resting-State Sensory-Motor Connectivity between Hand and Mouth as a Neural Marker of Socioeconomic Disadvantage, Psychosocial Stress, Cognitive Difficulties, Impulsivity, Depression, and Substance Use in Children.",2025,Journal of cellular neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,indirect,0.8,"Higher rsFC between the sensory-motor mouth and hand regions was linked to greater impulsivity, lower cognitive function, an increased likelihood of MDD, and future marijuana use.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a direct association between higher rsFC and greater impulsivity.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
293,39054810,Food insecurity and adolescent impulsivity: The mediating role of functional connectivity in the context of family flexibility.,2024,Developmental science,impulsivity resting-state fMRI functional connectivity,salience/ventral attention network,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,High left anterior insula and left middle frontal gyrus connectivity was associated with increased impulsivity 1 year later.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a direct association between increased functional connectivity in specific brain regions and higher impulsivity.",,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B,2
295,38847535,The mediating role of trait impulsivity in the relation between cue-induced craving and functional connectivity within the salience network among abstinent patients with methamphetamine use disorder.,2024,"Cerebral cortex (New York, N.Y. : 1991)",impulsivity resting-state fMRI functional connectivity,salience network,functional connectivity,impulsivity (general),methamphetamine use disorder,correlates_with,higher,mediation,direct,0.9,Impulsivity was positively correlated with FC within the SN and played a completely mediating role between METH craving and FC within the SN in MUDs.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a direct correlation between impulsivity and functional connectivity within the salience network, and a mediating role of impulsivity in the relation between cue-induced craving and functional connectivity within the salience network.",,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B;Qwen 2.5 7B,3
296,32815053,Dissociable fronto-striatal functional networks predict choice impulsivity.,2020,Brain structure & function,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,predicts,higher,fronto-striatal-dependent neural mechanisms,direct,0.9,"Results revealed that both the functional coupling between the NAcc and the limbic/dorsolateral prefrontal cortex, and between the caudate and the dorsal prefrontal cortex, including the dorsomedial prefrontal cortex (DMPFC), successfully predicted the delay-discounting rate.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,,,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
299,38334691,Connectome-based predictive modeling of Internet addiction symptomatology.,2024,Social cognitive and affective neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet addiction symptomatology,predicts,unclear,,direct,0.8,The findings showed that IAS could be predicted by the functional connectivity between prefrontal cortex with the cerebellum and limbic lobe and connections of the occipital lobe with the limbic lobe and insula lobe.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,yes,no,impulsivity (general),functional connectivity,positive,"The sentence partially supports the claim because it mentions the phenotype (impulsivity), feature type (functional connectivity), and relationship (predicts). However, the direction is unclear and should be corrected to positive. The directness is supported because both phenotype and feature are named.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
303,31880365,Amisulpride and l-DOPA modulate subcortical brain nuclei connectivity in resting-state pharmacologic magnetic resonance imaging.,2020,Human brain mapping,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),ADHD,correlates_with,higher,pharmacological,indirect,0.8,"In an exploratory analysis, we demonstrated that higher self-rated impulsivity goes together with a significant increase in VTA-mid-cingulate gyrus FC during l -DOPA-challenge.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,,,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B;Qwen 2.5 7B,3
306,30108525,"Borderline Personality Disorder With Cocaine Dependence: Impulsivity, Emotional Dysregulation and Amygdala Functional Connectivity.",2018,Frontiers in psychiatry,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),borderline personality disorder and cocaine dependence,correlates_with,unclear,unknown,indirect,0.8,The significant functional connectivity clusters were correlated with impulsivity and emotional dysregulation.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,unclear,"The sentence partially supports the claim, but the direction and directness are unclear. The phenotype and feature are supported, but the relationship is not explicitly stated as 'correlates_with'.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
