record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,model_label
231,38083173,Functional Connectivity Dynamics show Resting-State Instability and Rightward Parietal Dysfunction in ADHD.,2023,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Attention Deficit/Hyperactivity Disorder (ADHD),associated_with,higher,,direct,0.8,"ADHD patients exhibited significantly higher variability in dFC than TD children in the cingulo-temporal, cingulo-parietal, fronto-temporal, and fronto-parietal networks.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,The sentence clearly supports the extracted claim by stating a higher variability in functional connectivity in ADHD patients compared to TD children in specific brain networks.,,Mistral 7B
234,37526227,Gender-specific resting-state rDMPFC-centric functional connectivity underpinnings of intertemporal choice.,2023,"Cerebral cortex (New York, N.Y. : 1991)",impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,unclear,,direct,0.8,"In women, log k was found to be positively correlated with the rsFC between rDMPFC and anterior cingulate cortex/right orbitofrontal cortex.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the claim, mentioning a specific phenotype (impulsivity), feature type (functional connectivity), relationship (correlates_with), direction (positive), and directness (direct).",,Mistral 7B
237,31284029,Genetic contribution to the phenotypic correlation between trait impulsivity and resting-state functional connectivity of the amygdala and its subregions.,2019,NeuroImage,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,Trait impulsivity was positively correlated with the rsFC between the left full amygdala and the right dorsolateral prefrontal cortex (DLPFC).,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim by stating a positive correlation between impulsivity and the functional connectivity between the amygdala and the DLPFC, which matches the extracted direction of 'higher'.",,Mistral 7B
238,30391836,Reward and executive control network resting-state functional connectivity is associated with impulsivity during reward-based decision making for cocaine users.,2019,Drug and alcohol dependence,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),cocaine users,associated_with,unclear,,unclear,0.7,Higher impulsivity on the Balloon Analogue Risk Task (BART) was associated with inverse resting-state connectivity between the left cognitive control and subgenual anterior cingulate extended reward networks for cocaine users.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,inverse,"The sentence clearly supports the extracted claim by stating a specific association between impulsivity and functional connectivity in a particular brain network for cocaine users. The direction of the association is also clearly stated as inverse, which matches the extracted direction. The directness of the association is also clearly stated, naming both the phenotype (impulsivity) and the feature (functional connectivity).",,Mistral 7B
239,30683074,Hyperactivity/restlessness is associated with increased functional connectivity in adults with ADHD: a dimensional analysis of resting state fMRI.,2019,BMC psychiatry,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),ADHD,associated_with,higher,unclear,direct,1.0,"More severe hyperactivity was associated with increased functional connectivity in the left putamen, right caudate nucleus, right central operculum and a portion of the right postcentral gyrus within the auditory/sensorimotor network.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,hyperactivity,functional connectivity,higher,,,Mistral 7B
240,33615095,Static and dynamic aspects of cerebro-cerebellar functional connectivity are associated with self-reported measures of impulsivity: A resting-state fMRI study.,2020,"Network neuroscience (Cambridge, Mass.)",impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"We observed evidence linking BIS, BAS, sensation seeking, and lack of premeditation to the total strength and temporal variability of FC within networks connecting regions of the prefrontal cortex, precuneus, posterior cingulate cortex, basal ganglia, and thalamus with the cerebellum.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,unclear,,,Mistral 7B
241,29355588,Resting-state functional connectivity of neurotransmitter producing sites in female patients with borderline personality disorder.,2018,Progress in neuro-psychopharmacology & biological psychiatry,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,motor impulsivity,borderline personality disorder,associated_with,higher,noradrenergic dysfunction in the neural inhibitory control network,direct,0.8,BPD patients showed stronger FC from the noradrenergic locus coeruleus (LC) to the ACC. Functional connectivity between the LC and ACC was positively associated with the degree of motor impulsivity in the total group.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,motor impulsivity,functional connectivity,higher,,,Mistral 7B
242,36799331,Alcohol-induced changes in mesostriatal resting-state functional connectivity are linked to sensation seeking in young adults.,2023,"Alcohol, clinical & experimental research",impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,unknown,unknown,associated_with,unclear,alcohol-induced,unclear,0.7,Young adults exhibiting smaller alcohol-induced decreases or increases in VTA-left caudate connectivity reported greater sensation seeking.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,unknown,functional connectivity,decreases or increases,"The sentence clearly supports the claim by stating a phenotype (unknown), feature type (functional connectivity), relationship (associated with), direction (decreases or increases), and directness (direct).",,Mistral 7B
247,40297839,"Hippocampus Functional Connectivity, Impulsivity, and Subsequent Substance Use.",2025,Journal of cellular neuroscience,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"Baseline brain-wide rsFC of the hippocampus mediates the relationship between impulsivity and subsequent substance use, specifically tobacco and marijuana use, in adolescents.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,direct,"The sentence clearly supports the extracted claim, mentioning a specific relationship between impulsivity and functional connectivity of the hippocampus, which is associated with subsequent substance use.",,Mistral 7B
249,29723554,Decreased resting-state BOLD regional homogeneity and the intrinsic functional connectivity within dorsal striatum is associated with greater impulsivity in food-related decision-making and BMI change at 6-month follow up.,2018,Appetite,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,lower,unclear,direct,0.8,"Greater impulsivity in food-related decision-making was inversely correlated with spontaneous regional homogeneity in the dorsal striatum (dorsal caudate), as well as the resting-state functional connectivity (rs-FC) between the dorsal caudate seed and the rostral putamen.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity and functional connectivity in the dorsal striatum.",,Mistral 7B
250,33625381,Differences in resting-state functional connectivity according to the level of impulsiveness in patients with internet gaming disorder.,2021,Journal of behavioral addictions,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,unclear,unclear,unclear,0.7,"Connectivity of the vmPFC with the left temporo-parietal junction (TPJ) and NAcc-left insula connectivity were significantly decreased in the patients with high impulsivity, compared with the patients with low impulsivity and healthy controls.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,decreased,The sentence clearly supports the claim by stating a specific association between impulsivity and functional connectivity in a particular brain region.,,Mistral 7B
251,35193713,Enhanced resting-state EEG source functional connectivity within the default mode and reward-salience networks in internet gaming disorder.,2022,Psychological medicine,impulsivity resting-state fMRI functional connectivity,unknown,EEG connectivity,impulsivity (general),internet gaming disorder,associated_with,higher,unclear,direct,0.8,"Patients with IGD showed increased theta, alpha, and beta connectivity within the DMN between the orbitofrontal cortex and parietal regions compared with HCs.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),EEG connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a specific brain region (orbitofrontal cortex and parietal regions) and a direct association between the phenotype and feature.",,Mistral 7B
253,31611841,Altered Resting-State Functional Connectivity in Wernicke's Encephalopathy With Vestibular Impairment.,2019,Frontiers in neurology,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,unknown,Wernicke's Encephalopathy,associated_with,unclear,,background,0.5,"Functional connections at the predefined seed regions, including the insular cortex and parietal operculum, were attenuated in the WE group compared to healthy controls.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,Wernicke's Encephalopathy,functional connectivity,decreased,"The sentence clearly supports the claim by stating a specific phenotype (Wernicke's Encephalopathy), a feature type (functional connectivity), a relationship (associated with), a direction (decreased), and directness (foreground).",,Mistral 7B
254,25899520,Altered resting-state functional connectivity of the insula in young adults with Internet gaming disorder.,2016,Addiction biology,impulsivity resting-state fMRI functional connectivity,unknown,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,higher,unclear,direct,0.8,"In comparison with HCs, IGD subjects (IGDs) exhibited enhanced rsFC between the anterior insula and a network of regions including anterior cingulate cortex (ACC), putamen, angular gyrus, and precuneous.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,The sentence clearly supports the extracted claim by stating a direct association between impulsivity (general) and enhanced functional connectivity in IGD subjects compared to HCs.,,Mistral 7B
